Идентификатор проблемы,Описание,Состояние,Серьезность,Баллы истории,Путь к проекту,Вид расположения,Путь,Линейная,Столбец,Идентификатор инцидента,Ссылка на справку,Имя сборки,Версия сборки,Открытый ключ сборки,Фрагмент
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,41,8,P:System.Windows.Size.Width,,,,,"var size        = new Size(Max(0, (render_size.Width - stroke_th) / 2), Max(0, (render_size.Height - stroke_th) / 2));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,41,8,T:System.Windows.Size,,,,,"var size        = new Size(Max(0, (render_size.Width - stroke_th) / 2), Max(0, (render_size.Height - stroke_th) / 2));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,41,8,"M:System.Windows.Size.#ctor(System.Double,System.Double)",,,,,"var size        = new Size(Max(0, (render_size.Width - stroke_th) / 2), Max(0, (render_size.Height - stroke_th) / 2));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,40,8,T:System.Windows.Size,,,,,var render_size = RenderSize;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,40,8,P:System.Windows.UIElement.RenderSize,,,,,var render_size = RenderSize;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,39,8,P:System.Windows.Shapes.Shape.StrokeThickness,,,,,var stroke_th   = StrokeThickness;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,37,8,T:System.Windows.Point,,,,,"var end         = PointAt(Max(angle_start, angle_end));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,36,8,T:System.Windows.Point,,,,,"var start       = PointAt(Min(angle_start, angle_end));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,30,4,T:System.Windows.Media.DrawingContext,,,,,protected override void OnRender(DrawingContext d)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,30,109,T:System.Windows.Media.Geometry,,,,,GetArcGeometry()
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,30,91,P:System.Windows.Shapes.Shape.StrokeThickness,,,,,StrokeThickness
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,30,83,T:System.Windows.Media.Brush,,,,,Stroke
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,30,83,P:System.Windows.Shapes.Shape.Stroke,,,,,Stroke
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,30,79,T:System.Windows.Media.Pen,,,,,"new(Stroke, StrokeThickness)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,30,79,"M:System.Windows.Media.Pen.#ctor(System.Windows.Media.Brush,System.Double)",,,,,"new(Stroke, StrokeThickness)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,30,58,"M:System.Windows.Media.DrawingContext.DrawGeometry(System.Windows.Media.Brush,System.Windows.Media.Pen,System.Windows.Media.Geometry)",,,,,"d.DrawGeometry(null, new(Stroke, StrokeThickness), GetArcGeometry())"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,28,49,T:System.Windows.Media.Geometry,,,,,=> GetArcGeometry()
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,28,52,T:System.Windows.Media.Geometry,,,,,GetArcGeometry()
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,28,4,T:System.Windows.Media.Geometry,,,,,protected override Geometry DefiningGeometry
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,26,88,T:System.Windows.DependencyProperty,,,,,EndAngleProperty
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,26,79,"M:System.Windows.DependencyObject.SetValue(System.Windows.DependencyProperty,System.Object)",,,,,"SetValue(EndAngleProperty, value)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,26,53,T:System.Windows.DependencyProperty,,,,,EndAngleProperty
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,26,44,M:System.Windows.DependencyObject.GetValue(System.Windows.DependencyProperty),,,,,GetValue(EndAngleProperty)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,19,46,T:System.Windows.DependencyProperty,,,,,"EndAngleProperty =           DependencyProperty.Register(              nameof(EndAngle),              typeof(double),              typeof(Arc),              new UIPropertyMetadata(90d, (d, _) => ((Arc)d).InvalidateVisual()))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,17,92,T:System.Windows.DependencyProperty,,,,,StartAngleProperty
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,17,83,"M:System.Windows.DependencyObject.SetValue(System.Windows.DependencyProperty,System.Object)",,,,,"SetValue(StartAngleProperty, value)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,17,55,T:System.Windows.DependencyProperty,,,,,StartAngleProperty
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,17,46,M:System.Windows.DependencyObject.GetValue(System.Windows.DependencyProperty),,,,,GetValue(StartAngleProperty)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,10,46,T:System.Windows.DependencyProperty,,,,,"StartAngleProperty =           DependencyProperty.Register(              nameof(StartAngle),              typeof(double),              typeof(Arc),              new UIPropertyMetadata(default(double), (d, _) => ((Arc)d).InvalidateVisual()))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,8,21,M:System.Windows.Shapes.Shape.#ctor,,,,,Shape
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\Arc.cs,8,21,T:System.Windows.Shapes.Shape,,,,,Shape
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\AngleArcProgressBarConverter.cs,6,50,M:System.Windows.Markup.MarkupExtensionReturnTypeAttribute.#ctor(System.Type),,,,,MarkupExtensionReturnType(typeof(AngleArcProgressBarConverter))
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\AngleArcProgressBarConverter.cs,6,50,T:System.Windows.Markup.MarkupExtensionReturnTypeAttribute,,,,,MarkupExtensionReturnType(typeof(AngleArcProgressBarConverter))
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\AngleArcProgressBarConverter.cs,6,1,"M:System.Windows.Data.ValueConversionAttribute.#ctor(System.Type,System.Type)",,,,,"ValueConversion(typeof(double), typeof(double))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\AngleArcProgressBarConverter.cs,6,1,T:System.Windows.Data.ValueConversionAttribute,,,,,"ValueConversion(typeof(double), typeof(double))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\AngleArcProgressBarConverter.cs,7,44,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,MarkupExtension
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\AngleArcProgressBarConverter.cs,7,61,T:System.Windows.Data.IMultiValueConverter,,,,,IMultiValueConverter
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Shapes\AngleArcProgressBarConverter.cs,7,44,T:System.Windows.Markup.MarkupExtension,,,,,MarkupExtension
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\AmplitudeDistributions\Distribution.cs,6,37,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,ViewModel
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\SmithChartConverters\RealGridLineOffset.cs,6,36,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,MarkupExtension
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\SmithChartConverters\RealGridLineOffset.cs,6,53,T:System.Windows.Data.IMultiValueConverter,,,,,IMultiValueConverter
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\SmithChartConverters\RealGridLineOffset.cs,6,36,T:System.Windows.Markup.MarkupExtension,,,,,MarkupExtension
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\SmithChartConverters\RealGridLineRadius.cs,6,1,"M:System.Windows.Data.ValueConversionAttribute.#ctor(System.Type,System.Type)",,,,,"ValueConversion(typeof(double), typeof(double))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\SmithChartConverters\RealGridLineRadius.cs,6,1,T:System.Windows.Data.ValueConversionAttribute,,,,,"ValueConversion(typeof(double), typeof(double))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\SmithChartConverters\RealGridLineRadius.cs,7,36,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,MarkupExtension
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\SmithChartConverters\RealGridLineRadius.cs,7,53,T:System.Windows.Data.IValueConverter,,,,,IValueConverter
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\SmithChartConverters\RealGridLineRadius.cs,7,36,T:System.Windows.Markup.MarkupExtension,,,,,MarkupExtension
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\SmithChartConverters\ImagenGridLineRadius.cs,6,1,"M:System.Windows.Data.ValueConversionAttribute.#ctor(System.Type,System.Type)",,,,,"ValueConversion(typeof(double), typeof(double))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\SmithChartConverters\ImagenGridLineRadius.cs,6,1,T:System.Windows.Data.ValueConversionAttribute,,,,,"ValueConversion(typeof(double), typeof(double))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\SmithChartConverters\ImagenGridLineRadius.cs,7,38,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,MarkupExtension
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\SmithChartConverters\ImagenGridLineRadius.cs,7,55,T:System.Windows.Data.IValueConverter,,,,,IValueConverter
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\SmithChartConverters\ImagenGridLineRadius.cs,7,38,T:System.Windows.Markup.MarkupExtension,,,,,MarkupExtension
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\SmithChartConverters\ImagenGridLineXOffset.cs,6,39,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,MarkupExtension
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\SmithChartConverters\ImagenGridLineXOffset.cs,6,56,T:System.Windows.Data.IMultiValueConverter,,,,,IMultiValueConverter
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\SmithChartConverters\ImagenGridLineXOffset.cs,6,39,T:System.Windows.Markup.MarkupExtension,,,,,MarkupExtension
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Substract.cs,6,1,"M:System.Windows.Data.ValueConversionAttribute.#ctor(System.Type,System.Type)",,,,,"ValueConversion(typeof(double), typeof(double))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Substract.cs,6,1,T:System.Windows.Data.ValueConversionAttribute,,,,,"ValueConversion(typeof(double), typeof(double))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Substract.cs,12,4,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,public Substract(double b) => B = b;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Substract.cs,11,4,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,public Substract() { }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Substract.cs,12,4,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,public Substract(double b) => B = b;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Substract.cs,11,4,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,public Substract() { }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Substract.cs,7,44,T:System.Windows.Data.IValueConverter,,,,,IValueConverter
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Substract.cs,7,27,T:System.Windows.Markup.MarkupExtension,,,,,MarkupExtension
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Multiply.cs,6,1,"M:System.Windows.Data.ValueConversionAttribute.#ctor(System.Type,System.Type)",,,,,"ValueConversion(typeof(double), typeof(double))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Multiply.cs,6,1,T:System.Windows.Data.ValueConversionAttribute,,,,,"ValueConversion(typeof(double), typeof(double))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Multiply.cs,7,53,T:System.Windows.Data.IValueConverter,,,,,IValueConverter
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Multiply.cs,7,36,T:System.Windows.Markup.MarkupExtension,,,,,MarkupExtension
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Divide.cs,6,1,"M:System.Windows.Data.ValueConversionAttribute.#ctor(System.Type,System.Type)",,,,,"ValueConversion(typeof(double), typeof(double))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Divide.cs,6,1,T:System.Windows.Data.ValueConversionAttribute,,,,,"ValueConversion(typeof(double), typeof(double))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Divide.cs,7,51,T:System.Windows.Data.IValueConverter,,,,,IValueConverter
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Divide.cs,7,34,T:System.Windows.Markup.MarkupExtension,,,,,MarkupExtension
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Add.cs,6,1,"M:System.Windows.Data.ValueConversionAttribute.#ctor(System.Type,System.Type)",,,,,"ValueConversion(typeof(double), typeof(double))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Add.cs,6,1,T:System.Windows.Data.ValueConversionAttribute,,,,,"ValueConversion(typeof(double), typeof(double))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Add.cs,12,4,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,public Add(double b) => B = b;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Add.cs,11,4,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,public Add() { }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Add.cs,12,4,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,public Add(double b) => B = b;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Add.cs,11,4,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,public Add() { }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Add.cs,7,38,T:System.Windows.Data.IValueConverter,,,,,IValueConverter
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\Converters\Add.cs,7,21,T:System.Windows.Markup.MarkupExtension,,,,,MarkupExtension
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\Service\TestWindow.g.i.cs,62,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\Service\TestWindow.g.i.cs,62,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\Service\TestWindow.g.i.cs,59,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/ArrayFactor;V1.0.0.0;component/service/testwindow.xaml"", System.UriKind.Relative);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\Service\TestWindow.g.i.cs,59,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/ArrayFactor;V1.0.0.0;component/service/testwindow.xaml"", System.UriKind.Relative);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\TestWindow.xaml.cs,4,4,M:System.Windows.Window.#ctor,,,,,public TestWindow() => InitializeComponent();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\TestWindow.xaml.cs,4,4,M:System.Windows.Window.#ctor,,,,,public TestWindow() => InitializeComponent();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\Service\TestWindow.g.i.cs,45,83,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\Service\TestWindow.g.i.cs,45,53,T:System.Windows.Window,,,,,Window
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\DoubleToStringConverter.cs,6,1,"M:System.Windows.Data.ValueConversionAttribute.#ctor(System.Type,System.Type)",,,,,"ValueConversion(typeof(double), typeof(string))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\DoubleToStringConverter.cs,6,1,T:System.Windows.Data.ValueConversionAttribute,,,,,"ValueConversion(typeof(double), typeof(string))"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\DoubleToStringConverter.cs,7,74,T:System.Windows.Data.IValueConverter,,,,,IValueConverter
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\Service\DoubleToStringConverter.cs,7,57,T:System.Windows.Markup.MarkupExtension,,,,,MarkupExtension
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,97,12,T:System.Windows.SetterBaseCollection,,,,,((System.Windows.Style)(target)).Setters.Add(eventSetter);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,97,12,P:System.Windows.Style.Setters,,,,,((System.Windows.Style)(target)).Setters.Add(eventSetter);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,93,12,P:System.Windows.EventSetter.Handler,,,,,eventSetter.Handler = new System.Windows.Input.MouseWheelEventHandler(this.OnUpDown_ScrollBar_MouseWheel);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,90,12,T:System.Windows.UIElement,,,,,eventSetter.Event = System.Windows.UIElement.MouseWheelEvent;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,90,12,T:System.Windows.RoutedEvent,,,,,eventSetter.Event = System.Windows.UIElement.MouseWheelEvent;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,90,12,F:System.Windows.UIElement.MouseWheelEvent,,,,,eventSetter.Event = System.Windows.UIElement.MouseWheelEvent;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,90,12,T:System.Windows.RoutedEvent,,,,,eventSetter.Event = System.Windows.UIElement.MouseWheelEvent;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,90,12,P:System.Windows.EventSetter.Event,,,,,eventSetter.Event = System.Windows.UIElement.MouseWheelEvent;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,89,12,T:System.Windows.EventSetter,,,,,eventSetter = new System.Windows.EventSetter();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,89,12,M:System.Windows.EventSetter.#ctor,,,,,eventSetter = new System.Windows.EventSetter();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,62,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,62,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
